gameDuration;winner;firstBlood;firstTower;firstInhibitor;firstBaron;firstDragon;firstRiftHerald;t1_towerKills;t1_inhibitorKills;t1_baronKills;t1_dragonKills;t1_riftHeraldKills;t2_towerKills;t2_inhibitorKills;t2_baronKills;t2_dragonKills;t2_riftHeraldKills
1741;1;1;1;1;1;1;0;9;3;1;3;0;2;0;0;0;0
1712;2;2;1;2;0;2;1;3;0;0;0;1;8;2;0;2;0
1989;2;2;1;2;2;1;2;2;0;0;1;0;11;4;2;2;1
1866;1;1;2;1;1;2;1;11;3;1;2;1;3;0;0;1;0
2321;2;1;1;2;2;2;0;4;0;0;3;0;11;4;2;1;0
1530;1;1;1;1;0;1;1;9;1;0;2;1;1;0;0;0;0
2444;1;2;1;1;2;1;1;11;4;0;3;1;5;0;1;1;0
195;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3691;1;2;2;2;1;1;0;9;2;1;4;0;11;7;1;2;0
1982;1;2;2;1;2;1;0;10;2;0;3;0;3;0;1;0;0
2370;2;1;1;2;2;2;2;6;0;0;1;0;11;3;1;3;1
2137;1;1;1;1;1;1;0;11;2;1;4;0;1;0;0;0;0
2092;1;1;2;1;2;2;1;8;1;1;2;1;6;0;1;1;0
1956;2;2;2;2;2;2;0;0;0;0;0;0;10;2;1;3;0
2479;2;2;1;2;1;1;1;5;0;1;2;1;11;4;1;2;0
2029;2;2;2;2;2;1;0;3;0;0;2;0;10;2;1;1;0
2158;2;2;2;2;0;2;2;2;0;0;1;0;9;2;0;2;1
1904;2;2;2;2;0;2;2;0;0;0;0;0;10;2;0;4;1
1556;2;2;1;2;2;1;0;3;0;0;1;0;7;1;1;1;0
1607;2;1;1;2;0;2;0;1;0;0;0;0;6;1;0;2;0
1916;2;1;1;2;0;2;0;2;0;0;0;0;9;1;0;3;0
2667;1;1;2;1;1;1;1;11;3;2;4;1;3;0;0;0;0
1111;2;2;2;0;0;2;2;1;0;0;0;0;4;0;0;1;1
2148;2;2;2;2;2;2;0;1;0;0;2;0;11;4;2;2;0
1725;1;2;1;1;1;2;2;10;1;1;1;0;2;0;0;2;1
2468;2;2;2;2;2;2;2;3;0;0;1;0;11;2;1;4;1
1841;2;1;2;1;2;1;2;5;1;0;4;0;6;1;1;0;1
1714;2;1;2;2;2;1;0;3;0;0;1;0;6;1;1;1;0
1951;2;1;1;1;0;2;0;8;2;0;0;0;7;1;0;3;0
1989;2;1;1;2;1;1;0;4;0;1;1;0;8;1;0;2;0
2484;1;2;2;2;2;2;1;9;1;0;0;1;10;2;1;3;0
1959;2;2;2;2;2;2;2;1;0;0;0;0;10;3;1;2;1
1844;1;2;1;1;0;2;2;11;2;0;0;0;2;0;0;2;1
1441;1;1;1;1;1;1;1;9;2;1;2;1;1;0;0;0;0
2105;2;2;2;2;0;2;0;0;0;0;0;0;10;2;0;3;0
1230;1;1;1;0;0;1;1;4;0;0;2;1;0;0;0;0;0
1418;2;1;2;2;0;2;0;0;0;0;0;0;10;2;0;2;0
1282;2;2;2;2;0;2;2;0;0;0;0;0;11;2;0;2;1
2336;2;2;2;2;2;1;0;3;0;1;3;0;11;5;1;2;0
1639;2;2;2;2;2;1;0;1;0;0;2;0;8;1;1;0;0
2019;2;2;2;2;2;2;0;3;0;0;0;0;9;1;1;2;0
1820;2;2;1;2;2;2;2;2;0;0;1;0;7;2;2;1;1
1358;1;1;1;1;0;1;1;9;2;0;2;1;0;0;0;0;0
2841;1;1;2;1;1;1;0;9;3;2;4;0;6;2;0;2;0
2449;2;1;1;1;2;1;0;5;1;0;3;0;10;3;2;2;0
1461;1;1;1;1;0;2;1;7;1;0;0;1;0;0;0;2;0
2114;1;2;1;1;0;1;0;10;2;0;2;0;3;0;0;1;0
2170;2;1;1;2;1;1;0;4;0;1;2;0;10;3;1;2;0
1510;2;2;2;2;0;2;2;1;0;0;0;0;11;3;0;3;1
2041;1;1;2;1;1;1;0;10;2;1;2;0;5;0;0;0;0
1356;2;1;2;2;2;1;2;0;0;0;1;0;9;2;1;0;1
1715;1;2;2;1;0;2;1;10;2;0;1;1;1;0;0;1;0
1949;1;1;1;1;1;2;1;11;4;1;1;1;0;0;0;1;0
1640;1;1;1;1;1;1;1;10;2;1;2;1;0;0;0;0;0
1666;1;2;1;1;1;1;2;9;2;1;1;0;0;0;0;0;1
1231;2;2;2;2;0;1;2;0;0;0;1;0;5;1;0;1;1
1791;1;2;2;1;1;1;1;11;4;2;2;1;4;0;0;0;0
1997;1;2;2;1;1;2;0;11;3;1;2;0;3;0;0;1;0
1679;1;2;1;1;0;1;2;6;1;0;2;0;2;0;0;1;1
2995;1;2;1;1;2;2;0;11;5;0;2;0;6;0;2;2;0
2115;1;2;1;1;2;2;1;8;1;1;3;1;5;0;1;1;0
2006;1;2;1;2;2;1;0;10;2;0;2;0;4;1;1;0;0
2033;1;1;1;1;1;2;0;11;2;1;1;0;1;0;0;3;0
2221;1;2;2;2;1;2;0;9;2;1;3;0;7;2;0;1;0
1250;1;1;1;1;0;1;2;9;2;0;2;0;1;0;0;0;1
2016;2;1;2;2;0;2;0;2;0;0;0;0;11;3;0;2;0
1230;2;1;2;2;0;0;0;1;0;0;0;0;8;1;0;0;0
1461;1;1;1;1;1;2;2;11;3;1;1;0;0;0;0;1;1
2306;2;1;1;2;2;1;1;6;0;0;1;1;9;1;1;4;0
1363;2;1;2;0;0;2;0;1;0;0;0;0;5;0;0;2;0
1128;1;1;1;1;0;1;0;10;2;0;2;0;0;0;0;0;0
1304;2;2;2;0;0;2;0;1;0;0;0;0;6;0;0;1;0
2043;2;1;1;2;1;1;0;7;0;1;2;0;9;2;0;0;0
2129;2;2;2;2;2;1;2;2;0;0;1;0;9;2;1;3;1
2299;2;2;2;2;2;1;0;3;0;0;1;0;11;4;1;3;0
1661;1;1;1;1;0;1;0;9;2;0;2;0;0;0;0;0;0
2799;2;1;1;2;2;2;0;3;0;0;0;0;11;5;1;4;0
2065;1;2;2;1;2;2;0;6;1;0;0;0;4;0;1;2;0
1920;1;1;1;1;0;2;0;10;1;0;1;0;2;0;0;1;0
1129;2;2;2;0;0;2;0;0;0;0;0;0;3;0;0;1;0
1240;1;1;1;1;0;1;1;10;2;0;2;1;1;0;0;0;0
197;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1604;2;2;2;2;2;2;0;1;0;0;0;0;9;2;1;1;0
1619;1;2;1;1;0;1;2;8;2;0;1;0;1;0;0;0;1
1931;2;2;2;2;2;2;2;0;0;0;0;0;11;3;1;3;1
1521;1;2;1;1;1;1;1;9;2;1;1;1;1;0;0;1;0
2345;2;1;1;1;2;2;1;6;2;0;2;1;9;1;2;2;0
1686;2;2;2;2;2;2;2;3;0;0;1;0;11;3;1;1;1
1469;1;1;1;1;0;1;1;7;2;0;2;1;0;0;0;0;0
2622;2;1;1;1;2;1;1;9;3;0;5;1;8;1;3;1;0
2405;2;1;2;2;2;1;1;7;0;0;3;1;10;2;2;0;0
1628;1;1;1;1;1;1;1;10;1;1;2;1;2;0;0;1;0
1894;2;2;2;2;2;2;1;3;0;0;0;1;9;2;1;4;0
2258;1;1;1;1;1;2;2;9;2;2;1;0;4;0;0;2;1
2331;1;2;2;1;2;2;0;9;1;0;2;0;5;0;2;2;0
2152;1;1;2;2;2;2;0;8;1;0;2;0;6;2;1;1;0
2264;2;2;2;1;1;2;1;4;1;2;1;1;9;2;0;3;0
193;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1969;2;1;2;2;2;2;2;1;0;0;1;0;9;1;1;3;1
2480;2;1;2;1;2;2;0;7;1;0;1;0;7;1;1;3;0
2081;2;2;1;2;1;2;1;4;0;1;1;1;10;2;0;3;0
1747;2;2;2;2;0;2;2;3;0;0;0;0;11;3;0;2;1
2189;1;1;1;1;1;2;0;9;2;1;0;0;3;0;1;2;0
198;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1727;2;1;2;2;0;1;0;0;0;0;1;0;11;3;0;0;0
2568;2;1;2;2;2;2;0;1;0;0;0;0;10;3;1;5;0
2175;1;2;2;1;2;1;2;10;2;0;2;0;4;0;1;0;1
2197;2;2;1;2;2;1;0;5;0;0;2;0;10;3;2;2;0
2347;2;2;1;1;2;1;0;6;1;0;3;0;10;2;1;1;0
2031;2;2;2;2;2;2;2;0;0;0;0;0;11;3;1;4;1
1444;2;2;1;0;0;2;2;2;0;0;0;0;4;0;0;2;1
1524;1;2;1;1;1;2;1;7;2;1;0;1;1;0;0;1;0
1453;1;1;1;1;1;1;1;10;3;1;3;1;2;0;0;0;0
1883;2;2;2;2;2;2;2;3;0;0;1;0;9;2;1;2;1
2542;2;1;2;2;2;2;0;3;0;0;1;0;11;4;1;4;0
1467;2;2;1;2;0;2;2;4;0;0;0;0;7;1;0;3;1
1149;1;1;1;1;0;1;1;11;3;0;1;1;0;0;0;0;0
1982;2;2;2;2;2;1;0;1;0;0;2;0;9;2;1;1;0
1437;2;2;2;2;2;2;2;4;0;0;0;0;7;2;1;1;1
2092;2;2;1;2;2;2;0;5;1;0;0;0;10;2;1;3;0
2892;1;2;1;1;1;1;0;11;4;1;3;0;4;0;0;1;0
1954;2;2;2;1;2;1;1;7;1;0;2;1;8;1;1;2;0
1572;1;1;1;1;0;1;1;7;1;0;3;1;1;0;0;0;0
2075;2;1;2;2;2;2;2;2;0;0;0;0;8;2;1;3;1
2376;1;1;1;1;2;1;1;8;1;0;4;1;4;0;1;0;0
1714;2;1;2;2;0;2;2;1;0;0;0;0;7;2;0;3;1
1519;1;1;1;1;1;2;1;7;1;1;1;1;1;0;0;1;0
2019;1;2;2;1;0;2;0;5;1;0;1;0;4;0;0;1;0
967;1;2;1;0;0;0;1;2;0;0;0;1;0;0;0;0;0
925;1;1;1;0;0;2;0;2;0;0;0;0;0;0;0;1;0
1795;1;1;1;1;1;1;0;11;2;1;3;0;3;0;0;0;0
2339;2;2;2;1;2;2;1;7;1;0;2;1;7;1;1;3;0
1902;2;1;1;2;1;1;0;4;0;1;2;0;8;2;0;1;0
2084;1;2;1;0;2;1;0;4;0;0;3;0;4;0;1;0;0
2383;1;2;2;1;2;2;2;10;3;0;3;0;4;0;1;2;1
1410;1;1;1;1;0;1;2;8;1;0;1;0;3;0;0;1;1
2086;2;2;2;2;2;2;0;3;0;0;1;0;11;3;1;2;0
2265;1;1;2;1;1;2;1;7;2;2;3;1;5;0;0;1;0
1467;2;2;2;2;2;1;0;0;0;0;1;0;8;1;1;1;0
1588;2;2;2;2;2;2;2;0;0;0;0;0;11;3;1;2;1
1569;2;2;2;2;0;2;2;1;0;0;0;0;11;2;0;3;1
197;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1965;2;1;2;2;2;2;2;1;0;0;1;0;11;3;1;3;1
1987;1;2;1;0;1;2;0;6;0;1;2;0;4;0;0;1;0
1652;1;2;1;0;0;1;2;3;0;0;1;0;2;0;0;1;1
1964;2;1;1;2;2;1;0;6;0;0;1;0;7;1;1;2;0
1850;2;1;1;0;0;2;0;3;0;0;0;0;4;0;0;1;0
1753;1;1;1;1;0;1;0;10;2;0;3;0;2;0;0;0;0
1731;2;1;2;2;2;2;0;0;0;0;0;0;11;2;1;2;0
1841;1;2;1;2;2;2;2;8;1;1;0;0;6;1;1;2;1
1895;1;1;1;1;1;1;1;10;2;1;3;1;2;0;0;0;0
1604;1;1;2;1;0;2;0;9;1;0;1;0;3;0;0;1;0
1381;1;2;1;1;0;1;1;7;1;0;2;1;0;0;0;0;0
2210;2;1;1;2;2;1;1;2;0;0;2;1;9;2;1;2;0
203;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2074;1;2;1;2;2;2;0;5;1;0;0;0;8;2;1;3;0
2058;1;1;1;1;1;1;2;9;3;1;3;0;2;0;0;1;1
1754;1;1;1;1;1;1;1;11;4;1;3;1;1;0;0;0;0
1224;1;1;1;1;0;1;0;10;2;0;1;0;0;0;0;0;0
1282;1;1;1;1;0;2;1;11;1;0;1;1;0;0;0;1;0
2003;1;1;1;1;2;2;2;9;2;0;2;0;4;0;1;1;1
1692;2;1;2;2;0;2;2;2;0;0;0;0;11;3;0;1;1
2339;1;1;1;2;2;1;2;9;1;1;3;0;5;1;1;1;1
1759;2;2;2;2;0;2;0;3;0;0;0;0;9;2;0;2;0
1879;2;1;2;1;2;2;0;4;1;0;1;0;7;1;1;2;0
2074;2;2;1;2;2;2;0;6;0;0;1;0;8;1;2;2;0
911;2;2;2;0;0;2;0;0;0;0;0;0;3;0;0;2;0
1639;1;2;1;1;0;1;1;10;2;0;2;1;0;0;0;0;0
1209;2;2;2;2;0;2;0;0;0;0;0;0;11;2;0;1;0
2510;2;2;2;1;1;2;0;9;4;2;1;0;7;1;0;3;0
1880;2;1;1;2;0;2;2;2;0;0;0;0;7;2;0;4;1
2143;2;1;2;2;1;2;0;5;1;1;0;0;9;2;0;2;0
2157;1;2;2;2;2;1;1;8;1;1;3;1;9;1;1;1;0
1311;2;2;2;2;0;2;2;0;0;0;0;0;11;3;0;2;1
2434;2;1;1;2;2;2;0;4;0;0;1;0;9;1;1;3;0
1409;2;2;2;2;0;2;0;1;0;0;0;0;7;1;0;2;0
1880;2;1;2;2;1;2;2;5;0;1;2;0;9;1;1;1;1
1352;2;2;2;2;0;2;2;1;0;0;0;0;9;2;0;2;1
1120;2;1;2;2;0;2;2;2;0;0;0;0;6;1;0;1;1
2440;2;1;1;1;1;2;2;7;1;1;1;0;9;1;0;3;1
1967;1;2;1;1;1;2;0;11;2;1;1;0;3;1;0;1;0
1802;2;2;1;2;2;1;0;3;0;0;4;0;7;2;1;0;0
1863;2;1;1;2;2;1;2;5;0;0;1;0;6;1;1;1;1
1830;1;2;1;1;1;1;1;10;2;1;2;1;0;0;0;1;0
1665;2;2;2;2;2;2;2;0;0;0;0;0;10;2;1;3;1
2603;1;1;2;1;1;1;0;11;3;1;5;0;5;1;0;0;0
1444;1;1;1;1;0;1;1;10;2;0;2;1;0;0;0;0;0
1843;1;2;1;1;0;1;0;9;1;0;3;0;1;0;0;0;0
1640;1;2;1;1;1;1;2;11;3;1;3;0;3;0;0;0;1
1341;1;2;1;1;0;1;0;9;2;0;2;0;0;0;0;0;0
1393;1;1;1;0;0;2;0;5;0;0;0;0;2;0;0;2;0
1239;2;2;2;0;0;2;2;0;0;0;0;0;5;0;0;2;1
1518;2;1;2;2;2;2;2;0;0;0;0;0;11;2;1;2;1
1729;2;2;2;2;0;2;0;1;0;0;0;0;10;1;0;2;0
1648;2;2;2;2;0;1;0;1;0;0;1;0;10;2;0;0;0
2589;1;2;2;1;1;1;2;11;5;1;2;0;5;0;1;1;1
1488;2;1;1;2;2;2;0;3;0;0;0;0;9;1;1;2;0
1592;2;1;2;2;2;2;2;1;0;0;0;0;9;2;1;3;1
2089;1;1;2;1;1;1;2;7;1;1;3;0;4;0;0;1;1
1359;2;2;2;2;0;2;2;0;0;0;0;0;10;2;0;2;1
1989;2;1;2;1;2;2;1;7;1;0;3;1;8;1;1;1;0
1552;1;1;1;1;0;1;0;6;1;0;2;0;1;0;0;0;0
1736;2;1;1;2;2;2;1;4;0;0;0;1;7;1;1;2;0
1417;2;2;2;2;0;2;2;0;0;0;0;0;8;1;0;2;1
1416;2;2;2;2;2;1;2;2;0;0;1;0;10;2;1;2;1
1835;1;2;1;0;0;1;0;7;0;0;3;0;3;0;0;0;0
939;2;2;2;0;0;2;0;0;0;0;0;0;4;0;0;1;0
2245;1;1;1;1;1;1;1;9;2;1;3;1;1;0;0;0;0
1508;1;1;2;1;1;2;0;10;2;1;1;0;3;0;0;1;0
1862;2;1;2;2;2;1;1;3;0;0;3;1;10;2;1;1;0
2226;2;2;2;2;2;1;1;2;0;0;3;1;11;3;2;1;0
1739;1;2;1;1;0;1;0;11;5;0;2;0;0;0;0;0;0
2411;2;1;1;1;2;2;2;6;1;0;1;0;10;3;2;3;1
2113;2;2;1;1;2;2;2;7;1;0;1;0;8;1;1;3;1
2691;1;2;1;1;2;1;0;9;3;1;3;0;8;1;1;0;0
1512;2;2;2;2;0;2;2;1;0;0;0;0;11;3;0;2;1
1662;2;2;2;0;2;2;0;1;0;0;0;0;8;0;1;3;0
1999;2;1;2;2;0;2;2;2;0;0;0;0;10;3;0;4;1
2157;2;1;1;2;1;1;2;3;0;1;3;0;9;2;0;0;1
2625;2;1;1;1;1;1;1;9;2;2;3;1;8;1;0;2;0
2280;1;1;1;1;1;1;0;9;2;1;3;0;3;0;0;1;0
1834;1;1;1;1;1;1;0;10;2;1;1;0;2;0;0;1;0
2063;1;1;1;1;1;2;1;10;2;2;1;1;3;0;0;2;0
1456;2;1;2;2;0;2;2;0;0;0;0;0;9;1;0;2;1
1787;2;1;1;2;0;2;0;4;0;0;1;0;11;3;0;2;0
2091;1;1;1;1;0;1;0;9;2;0;2;0;2;0;0;0;0
1876;2;1;2;2;2;2;0;3;0;0;1;0;7;1;1;3;0
1858;1;1;1;1;1;1;2;9;2;1;2;0;4;0;0;0;1
1430;1;1;1;1;1;2;2;8;1;1;0;0;4;0;0;1;1
2106;1;2;1;1;0;1;0;9;1;0;3;0;4;0;0;0;0
2182;2;2;2;2;2;1;0;3;0;0;1;0;10;2;1;3;0
2593;2;1;1;1;2;2;1;8;2;2;2;1;10;1;1;2;0
2018;1;2;2;1;1;2;0;9;1;1;1;0;3;0;0;1;0
1812;1;1;1;1;1;1;1;10;2;1;3;1;2;0;0;0;0
1797;2;2;2;2;0;1;0;2;0;0;1;0;9;2;0;2;0
1875;1;1;1;1;1;1;0;10;2;1;2;0;0;0;0;0;0
1735;2;2;2;2;2;2;0;1;0;0;0;0;9;1;1;2;0
916;1;1;1;1;0;0;0;7;1;0;0;0;0;0;0;0;0
1506;1;1;1;1;0;1;1;10;2;0;2;1;0;0;0;0;0
2488;2;2;2;2;1;2;0;6;0;1;3;0;7;1;0;1;0
1578;1;1;2;2;1;1;2;5;1;1;1;0;7;1;0;1;1
1367;2;2;2;2;0;2;2;2;0;0;0;0;10;2;0;2;1
1599;1;1;1;1;0;1;0;10;2;0;1;0;1;0;0;0;0
1697;1;2;2;1;0;2;0;9;2;0;2;0;3;0;0;1;0
1626;2;1;2;2;2;2;0;0;0;0;0;0;9;2;1;3;0
1812;2;2;2;2;0;2;0;1;0;0;0;0;11;4;0;3;0
2148;1;2;1;1;1;2;1;8;2;1;2;1;5;0;0;1;0
3140;2;1;1;1;2;1;0;9;3;0;5;0;9;1;2;1;0
1684;2;1;2;2;0;2;0;1;0;0;0;0;10;3;0;3;0
1422;1;1;1;1;0;1;0;10;1;0;2;0;1;0;0;0;0
2296;1;1;2;1;2;1;0;10;5;1;2;0;5;0;1;3;0
2166;2;1;2;2;2;1;1;5;0;0;2;1;9;2;1;2;0
1545;2;1;2;2;0;2;0;0;0;0;0;0;9;2;0;3;0
2200;2;1;2;2;2;1;1;5;0;0;2;1;11;3;2;2;0
1257;1;1;1;1;0;1;2;10;2;0;2;0;1;0;0;0;1
1155;1;1;2;0;0;1;0;5;0;0;2;0;1;0;0;0;0
3109;1;1;2;2;1;2;0;11;5;2;4;0;5;1;0;1;0
1242;2;1;2;0;0;2;2;0;0;0;0;0;3;0;0;2;1
1816;1;1;1;1;0;1;0;8;1;0;1;0;2;0;0;1;0
2024;2;2;1;2;2;2;0;4;0;0;1;0;7;1;1;2;0
1915;2;2;1;2;2;1;0;2;0;0;1;0;11;3;1;2;0
1687;2;1;2;2;2;2;1;0;0;0;0;1;11;3;1;3;0
1689;1;1;1;1;1;2;2;11;3;1;2;0;3;0;0;2;1
1364;1;1;1;0;0;2;0;4;0;0;1;0;1;0;0;1;0
1443;2;2;2;0;0;2;0;0;0;0;0;0;4;0;0;2;0
2451;2;1;1;2;2;1;2;6;0;0;2;0;10;4;2;2;1
2930;2;1;2;2;1;2;0;7;1;2;2;0;9;4;0;3;0
1539;2;2;2;0;0;2;2;1;0;0;0;0;6;0;0;2;1
2251;2;2;2;2;1;2;0;2;0;1;0;0;10;2;0;3;0
1563;2;2;2;2;0;2;0;0;0;0;0;0;11;3;0;2;0
1880;1;1;2;1;0;2;2;10;2;0;2;0;3;0;0;1;1
1282;1;1;1;1;0;1;1;11;2;0;1;1;0;0;0;0;0
2065;1;2;2;2;1;2;2;6;1;2;1;0;6;1;0;4;1
1807;1;1;1;1;1;2;1;9;2;1;1;1;2;0;0;1;0
1745;1;1;1;1;1;1;1;11;3;1;3;1;1;0;0;0;0
1369;1;1;1;1;0;1;1;11;3;0;1;1;0;0;0;0;0
2195;2;1;2;2;2;2;2;1;0;0;1;0;10;2;2;4;1
1880;2;2;2;2;2;2;2;3;0;0;0;0;7;1;1;2;1
1539;2;2;1;0;0;2;0;1;0;0;0;0;4;0;0;1;0
1213;1;1;1;0;0;1;1;4;0;0;2;1;0;0;0;0;0
1858;1;2;2;1;1;1;0;11;3;1;4;0;4;0;0;0;0
2043;1;1;1;1;1;1;0;11;4;1;3;0;3;0;0;0;0
1933;2;1;2;2;2;2;1;2;0;0;0;1;9;2;1;2;0
2641;2;1;2;2;2;1;2;7;0;0;2;0;8;1;2;2;1
1671;1;1;1;1;1;1;1;6;1;1;2;1;3;0;0;0;0
2828;1;1;2;1;1;2;1;9;3;2;0;1;7;0;1;4;0
2297;2;2;2;1;2;2;2;11;3;0;4;0;7;1;2;1;1
1444;1;1;1;1;0;1;0;11;3;0;2;0;0;0;0;0;0
1698;1;2;1;1;1;1;0;10;2;1;3;0;4;0;0;0;0
1131;1;2;1;1;0;2;1;10;2;0;1;1;0;0;0;1;0
1606;2;1;2;0;0;1;2;2;0;0;1;0;6;0;0;0;1
2116;2;2;2;1;2;1;2;7;1;0;3;0;7;1;1;0;1
3563;1;2;2;2;1;1;1;9;2;2;4;1;8;4;0;3;0
1709;2;1;2;2;0;1;0;3;0;0;1;0;11;2;0;2;0
2265;1;1;2;1;1;1;1;10;3;2;3;1;3;0;0;1;0
1486;2;2;2;2;0;1;0;2;0;0;1;0;5;1;0;1;0
2080;1;1;1;1;1;2;0;10;3;1;1;0;6;0;0;2;0
1789;1;1;2;1;0;2;0;7;1;0;2;0;4;0;0;1;0
1057;2;2;2;2;0;0;0;0;0;0;0;0;10;2;0;0;0
1738;1;2;1;1;0;1;1;9;2;0;2;1;4;0;0;1;0
1731;2;2;2;2;0;1;2;3;0;0;3;0;8;1;0;0;1
1941;2;1;1;2;0;2;0;3;0;0;0;0;11;3;0;2;0
2376;2;2;2;2;1;2;0;4;0;1;1;0;11;3;1;4;0
2245;1;2;2;2;2;1;2;7;1;1;2;0;8;2;1;1;1
194;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2542;2;2;1;2;2;1;0;3;0;0;1;0;11;2;1;3;0
2536;1;2;1;1;1;1;1;10;3;2;3;1;4;0;0;1;0
2084;1;1;1;2;1;2;1;7;1;1;2;1;9;1;0;1;0
2026;2;1;2;2;1;1;0;6;0;1;1;0;9;2;1;3;0
2162;1;1;1;1;0;2;0;9;2;0;2;0;2;0;0;2;0
2172;1;1;2;1;1;1;1;11;5;1;4;1;1;0;0;0;0
1512;1;1;1;1;0;1;1;11;4;0;2;1;1;0;0;0;0
2031;2;1;1;2;1;1;1;6;0;1;3;1;8;1;0;1;0
1821;1;2;1;1;0;2;1;10;2;0;3;1;1;0;0;1;0
1618;1;1;1;1;0;1;1;11;3;0;2;1;1;0;0;0;0
1147;2;1;1;0;0;2;2;1;0;0;0;0;5;0;0;2;1
1002;1;1;1;1;0;1;1;10;2;0;1;1;0;0;0;0;0
2275;1;1;2;2;1;2;0;8;1;2;1;0;6;1;0;3;0
2419;2;1;1;2;1;1;0;3;0;1;1;0;11;5;1;4;0
1340;1;1;1;1;0;1;1;6;1;0;2;1;0;0;0;0;0
915;1;1;1;0;0;1;0;4;0;0;1;0;0;0;0;0;0
1868;1;1;2;1;1;1;0;8;1;1;3;0;3;0;0;0;0
2470;2;2;2;1;1;2;2;6;1;1;0;0;11;4;1;2;1
1888;1;1;2;1;0;1;0;11;3;0;2;0;4;0;0;1;0
2259;2;2;2;2;1;2;0;3;0;1;2;0;10;2;0;1;0
1912;2;2;1;2;0;1;1;3;0;0;1;1;8;1;0;2;0
2342;2;2;2;2;1;2;2;5;0;1;1;0;10;2;1;2;1
1555;2;1;2;0;0;2;1;1;0;0;0;1;2;0;0;1;0
1746;2;1;1;1;2;1;1;9;1;0;4;1;9;2;1;0;0
1290;2;2;1;0;0;2;2;2;0;0;0;0;4;0;0;2;1
1073;2;1;2;2;0;2;2;0;0;0;0;0;9;1;0;1;1
2413;1;1;1;1;1;2;0;11;3;2;1;0;2;0;0;1;0
1356;1;2;1;1;0;1;0;9;2;0;1;0;0;0;0;0;0
1691;1;1;2;2;1;2;1;10;2;1;1;1;4;1;0;1;0
2193;2;2;2;2;2;2;2;2;0;0;1;0;11;4;2;3;1
2453;2;1;1;2;2;1;1;6;0;0;4;1;10;2;1;1;0
1276;2;2;2;2;0;2;2;0;0;0;0;0;9;1;0;1;1
1760;2;2;2;2;2;2;0;5;0;0;0;0;8;1;1;3;0
1310;1;1;2;1;0;1;1;9;1;0;2;1;1;0;0;0;0
1237;1;1;1;0;0;2;0;5;0;0;0;0;0;0;0;2;0
1988;2;2;2;2;2;2;0;1;0;0;0;0;10;2;1;2;0
1787;1;1;1;1;0;2;0;9;2;0;2;0;2;0;0;1;0
1538;1;1;1;1;0;1;0;10;2;0;2;0;0;0;0;0;0
1815;1;1;1;1;0;1;0;10;3;0;2;0;3;0;0;1;0
2095;1;1;1;1;0;1;1;9;1;0;3;1;1;0;0;0;0
1995;2;1;2;2;2;1;1;4;0;0;1;1;10;2;2;3;0
1346;2;2;2;2;0;2;0;0;0;0;0;0;8;1;0;2;0
1765;1;2;1;1;1;1;0;10;2;1;3;0;2;0;0;0;0
2155;2;1;1;2;0;2;1;3;0;0;0;1;9;3;0;3;0
1776;2;2;2;2;2;2;0;1;0;0;0;0;11;3;1;3;0
1607;1;1;1;1;0;1;1;7;1;0;2;1;1;0;0;0;0
1611;2;1;2;2;0;1;2;2;0;0;1;0;9;2;0;1;1
2012;2;1;2;2;1;1;0;4;0;1;1;0;11;2;0;3;0
2103;1;1;2;1;2;2;1;10;2;0;2;1;4;0;1;2;0
1245;1;2;1;1;0;1;1;9;2;0;2;1;0;0;0;0;0
2933;2;2;2;2;1;1;2;11;7;3;1;0;11;7;0;4;1
227;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
203;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1969;2;1;2;2;2;2;2;2;0;0;1;0;11;3;1;2;1
1144;1;1;1;0;0;1;0;5;0;0;2;0;0;0;0;0;0
1316;1;1;1;1;0;1;1;6;1;0;1;1;2;0;0;0;0
2226;2;2;1;0;0;1;0;3;0;0;1;0;4;0;0;2;0
1902;1;1;2;1;1;1;2;7;1;1;3;0;3;0;0;0;1
1788;2;1;1;2;0;1;1;4;0;0;1;1;7;1;0;3;0
2503;1;2;2;1;1;1;0;11;4;1;3;0;6;0;0;2;0
1455;2;2;2;2;0;2;1;1;0;0;0;1;10;2;0;3;0
1986;2;2;2;2;1;1;2;4;0;1;3;0;9;3;0;0;1
1254;1;2;1;1;0;1;1;8;1;0;1;1;0;0;0;0;0
1682;1;2;1;1;0;1;0;10;2;0;3;0;1;0;0;0;0
1811;1;2;1;1;2;2;1;9;1;0;1;1;2;0;1;1;0
1717;2;1;2;2;2;2;2;1;0;0;0;0;10;2;1;3;1
1751;2;2;2;2;2;2;2;1;0;0;0;0;11;2;1;2;1
1349;2;2;2;2;2;2;2;0;0;0;0;0;9;1;1;2;1
